Date,AAPL,AMZN,CVS,UNH,WMT
2024-03-28,171.47999572753906,180.3800048828125,79.76000213623047,494.70001220703125,60.16999816894531
2024-04-01,170.02999877929688,180.97000122070312,79.55999755859375,489.70001220703125,60.0
2024-04-02,168.83999633789062,180.69000244140625,73.81999969482422,458.1400146484375,59.15999984741211
2024-04-03,169.64999389648438,182.41000366210938,74.5999984741211,459.739990234375,59.43000030517578
2024-04-04,168.82000732421875,180.0,73.9000015258789,455.3800048828125,59.5
2024-04-05,169.5800018310547,185.07000732421875,74.58000183105469,455.739990234375,59.849998474121094
2024-04-08,168.4499969482422,185.19000244140625,74.44000244140625,456.0,59.779998779296875
2024-04-09,169.6699981689453,185.6699981689453,73.36000061035156,459.7200012207031,59.790000915527344
2024-04-10,167.77999877929688,185.9499969482422,71.1500015258789,450.04998779296875,60.619998931884766
2024-04-11,175.0399932861328,189.0500030517578,69.73999786376953,441.7200012207031,60.09000015258789
2024-04-12,176.5500030517578,186.1300048828125,68.63999938964844,439.20001220703125,60.13999938964844
2024-04-15,172.69000244140625,183.6199951171875,68.95999908447266,445.6300048828125,59.93000030517578
2024-04-16,169.3800048828125,183.32000732421875,69.02999877929688,468.8900146484375,59.84000015258789
2024-04-17,168.0,181.27999877929688,68.5999984741211,478.989990234375,59.650001525878906
2024-04-18,167.0399932861328,179.22000122070312,69.38999938964844,493.17999267578125,59.2599983215332
2024-04-19,165.0,174.6300048828125,69.75,501.1300048828125,59.529998779296875
2024-04-22,165.83999633789062,177.22999572753906,69.62999725341797,491.2300109863281,60.13999938964844
2024-04-23,166.89999389648438,179.5399932861328,68.5,486.17999267578125,59.09000015258789
2024-04-24,169.02000427246094,176.58999633789062,67.7699966430664,487.29998779296875,59.869998931884766
2024-04-25,169.88999938964844,173.6699981689453,67.33000183105469,493.8599853515625,60.209999084472656
2024-04-26,169.3000030517578,179.6199951171875,67.18000030517578,495.3500061035156,60.15999984741211
2024-04-29,173.5,180.9600067138672,67.44999694824219,489.0299987792969,60.2400016784668
2024-04-30,170.3300018310547,175.0,67.70999908447266,483.70001220703125,59.349998474121094
2024-05-01,169.3000030517578,179.0,56.310001373291016,484.1099853515625,58.849998474121094
2024-05-02,173.02999877929688,184.72000122070312,55.150001525878906,492.9700012207031,59.709999084472656
2024-05-03,183.3800048828125,186.2100067138672,55.900001525878906,492.45001220703125,59.81999969482422
2024-05-06,181.7100067138672,188.6999969482422,55.970001220703125,494.3800048828125,59.869998931884766
2024-05-07,182.39999389648438,188.75999450683594,55.7400016784668,500.9599914550781,60.619998931884766
2024-05-08,182.74000549316406,188.0,54.90999984741211,503.2099914550781,60.29999923706055
2024-05-09,184.57000732421875,189.5,55.68000030517578,507.0299987792969,60.439998626708984
2024-05-10,183.0500030517578,187.47999572753906,55.81999969482422,512.8099975585938,60.47999954223633
2024-05-13,186.27999877929688,186.57000732421875,56.470001220703125,511.739990234375,60.40999984741211
2024-05-14,187.42999267578125,187.07000732421875,56.0,513.8800048828125,59.86000061035156
2024-05-15,189.72000122070312,185.99000549316406,56.2599983215332,517.5499877929688,59.83000183105469
2024-05-16,189.83999633789062,183.6300048828125,57.52000045776367,521.27001953125,64.01000213623047
2024-05-17,189.8699951171875,184.6999969482422,57.68000030517578,524.6300048828125,64.6500015258789
2024-05-20,191.0399932861328,183.5399932861328,57.400001525878906,517.22998046875,64.18000030517578
2024-05-21,192.35000610351562,183.14999389648438,57.31999969482422,523.5499877929688,65.1500015258789
2024-05-22,190.89999389648438,183.1300048828125,57.439998626708984,521.3499755859375,65.25
2024-05-23,186.8800048828125,181.0500030517578,55.650001525878906,516.8300170898438,64.83999633789062
2024-05-24,189.97999572753906,180.75,55.540000915527344,508.1700134277344,65.37999725341797
2024-05-28,189.99000549316406,182.14999389648438,53.630001068115234,503.67999267578125,65.04000091552734
2024-05-29,190.2899932861328,182.02000427246094,53.66999816894531,484.7200012207031,64.91999816894531
2024-05-30,191.2899932861328,179.32000732421875,56.040000915527344,481.6499938964844,64.88999938964844
2024-05-31,192.25,176.44000244140625,59.599998474121094,495.3699951171875,65.76000213623047
2024-06-03,194.02999877929688,178.33999633789062,60.209999084472656,497.44000244140625,65.81999969482422
2024-06-04,194.35000610351562,179.33999633789062,60.2599983215332,505.489990234375,66.5999984741211
2024-06-05,195.8699951171875,181.27999877929688,60.70000076293945,503.1199951171875,67.08999633789062
2024-06-06,194.47999572753906,185.0,60.939998626708984,501.9200134277344,67.1500015258789
2024-06-07,196.88999938964844,184.3000030517578,61.779998779296875,490.69000244140625,65.87999725341797
2024-06-10,193.1199951171875,187.05999755859375,60.279998779296875,495.0,66.95999908447266
2024-06-11,207.14999389648438,187.22999572753906,60.0,496.2200012207031,66.7300033569336
2024-06-12,213.07000732421875,186.88999938964844,59.9900016784668,493.07000732421875,66.30999755859375
2024-06-13,214.24000549316406,183.8300018310547,61.029998779296875,497.29998779296875,66.69999694824219
2024-06-14,212.49000549316406,183.66000366210938,60.220001220703125,497.1199951171875,67.0199966430664
2024-06-17,216.6699981689453,184.05999755859375,61.09000015258789,489.2300109863281,67.41999816894531
2024-06-18,214.2899932861328,182.80999755859375,61.0099983215332,481.04998779296875,67.5999984741211
2024-06-20,209.67999267578125,186.10000610351562,61.0,484.5199890136719,68.01000213623047
2024-06-21,207.49000549316406,189.0800018310547,61.369998931884766,482.5899963378906,67.91000366210938
2024-06-24,208.13999938964844,185.57000732421875,61.72999954223633,489.9800109863281,68.9000015258789
2024-06-25,209.07000732421875,186.33999633789062,60.439998626708984,484.5,67.41999816894531
2024-06-26,213.25,193.61000061035156,60.630001068115234,484.0400085449219,68.29000091552734
2024-06-27,214.10000610351562,197.85000610351562,58.36000061035156,486.44000244140625,67.87999725341797
2024-06-28,210.6199951171875,193.25,59.060001373291016,509.260009765625,67.70999908447266
