,AAPL,AMZN,CVS,UNH,WMT,ARIMA_AAPL,RF_AAPL,ARIMA_AMZN,RF_AMZN,ARIMA_CVS,RF_CVS,ARIMA_UNH,RF_UNH,ARIMA_WMT,RF_WMT
2024-04-19,165.0,174.6300048828125,69.75,501.1300048828125,59.52999877929688,199.1577868713627,165.20869674682618,151.17269623355654,154.89397552490234,78.85439480248856,105.29310028076172,545.0166957236526,540.1955139160157,52.93922828131954,52.54276668548584
2024-04-22,165.83999633789062,177.22999572753906,69.62999725341797,491.2300109863281,60.13999938964844,199.24172517988703,164.0639031982422,151.16289013354825,151.85596435546876,78.85305444747208,102.95599899291992,545.2519812378554,527.2646124267578,52.94413893805041,52.324165725708006
2024-04-23,166.89999389648438,179.5399932861328,68.5,486.1799926757813,59.09000015258789,199.3256634884113,165.13600189208984,151.15308403353998,150.93077926635743,78.8517140924556,102.69689903259275,545.4872667520581,525.1856140136719,52.94904959478128,52.30993259429932
2024-04-24,169.02000427246094,176.58999633789062,67.7699966430664,487.2999877929688,59.869998931884766,199.4096017969356,166.285704498291,151.1432779335317,150.7557894897461,78.85037373743911,101.86949821472167,545.7225522662609,520.7135150146485,52.95396025151215,52.382566108703614
2024-04-25,169.88999938964844,173.6699981689453,67.33000183105469,493.8599853515625,60.209999084472656,199.4935401054599,165.58060134887694,151.13347183352343,148.63404762268067,78.84903338242262,101.72609909057616,545.9578377804637,521.43060546875,52.95887090824302,52.21769989013672
2024-04-26,169.3000030517578,179.6199951171875,67.18000030517578,495.3500061035156,60.15999984741211,199.5774784139842,160.67390090942382,151.12366573351517,140.08020690917968,78.84769302740614,101.4161994934082,546.1931232946664,517.5745037841797,52.96378156497389,51.75796653747559
2024-04-29,173.5,180.9600067138672,67.44999694824219,489.0299987792969,60.2400016784668,199.6614167225085,165.87220123291016,151.11385963350688,145.40163078308106,78.84635267238966,98.64359802246094,546.4284088088692,514.8100006103516,52.96869222170477,51.49856624603272
2024-04-30,170.3300018310547,175.0,67.70999908447266,483.7000122070313,59.34999847412109,199.7453550310328,170.18260208129882,151.1040535334986,148.52183517456055,78.84501231737318,98.7582982635498,546.6636943230719,513.972900390625,52.97360287843564,51.483132972717286
2024-05-01,169.3000030517578,179.0,56.310001373291016,484.1099853515625,58.84999847412109,199.8292933395571,160.6003025817871,151.09424743349032,122.706068649292,78.84367196235668,97.04020164489746,546.8989798372747,500.77989471435546,52.97851353516651,51.08370021820068
2024-05-02,173.02999877929688,184.72000122070312,55.150001525878906,492.9700012207031,59.709999084472656,199.91323164808145,159.72600341796874,151.08444133348206,122.8263047027588,78.8423316073402,97.03450172424316,547.1342653514774,499.0928979492188,52.983424191897385,50.96530025482178
2024-05-03,183.3800048828125,186.2100067138672,55.900001525878906,492.4500122070313,59.81999969482422,199.9971699566057,159.40660095214844,151.0746352334738,120.67455879211424,78.84099125232372,97.19870223999024,547.3695508656803,497.7061944580078,52.988334848628256,50.87753345489502
2024-05-06,181.7100067138672,188.6999969482422,55.970001220703125,494.3800048828125,59.869998931884766,200.08110826513,155.9303001403809,151.0648291334655,121.27551483154296,78.83965089730724,99.0089015197754,547.6048363798831,498.63509643554687,52.99324550535913,50.4238005065918
2024-05-07,182.3999938964844,188.75999450683597,55.7400016784668,500.9599914550781,60.619998931884766,200.1650465736543,155.6036993408203,151.05502303345725,120.9421746826172,78.83831054229074,99.06760162353515,547.8401218940858,498.1464971923828,52.99815616209,50.37410007476807
2024-05-08,182.7400054931641,188.0,54.90999984741211,503.2099914550781,60.29999923706055,200.2489848821786,154.3246989440918,151.04521693344896,119.16556449890136,78.83697018727426,98.58490119934082,548.0754074082886,496.4016989135742,53.00306681882087,50.22280017852784
2024-05-09,184.57000732421875,189.5,55.68000030517578,507.0299987792969,60.43999862670898,200.3329231907029,152.3091990661621,151.0354108334407,113.198755569458,78.83562983225778,98.23190071105957,548.3106929224913,488.63589965820313,53.00797747555174,49.98566680908203
2024-05-10,183.0500030517578,187.47999572753903,55.81999969482422,512.8099975585938,60.47999954223633,200.4168614992272,150.6911979675293,151.0256047334324,110.78836067199708,78.8342894772413,98.34870223999025,548.5459784366941,486.4633001708984,53.01288813228261,49.73559967041015
2024-05-13,186.27999877929688,186.57000732421875,56.470001220703125,511.739990234375,60.40999984741211,200.5007998077515,146.54309860229492,151.01579863342414,107.34489456176756,78.8329491222248,98.29910179138184,548.7812639508968,485.2892010498047,53.01779878901348,49.53959926605225
2024-05-14,187.42999267578125,187.07000732421875,56.0,513.8800048828125,59.86000061035156,200.58473811627584,145.99689895629882,151.00599253341588,106.66575401306152,78.83160876720832,98.44780082702636,549.0165494650996,484.6509997558594,53.022709445744354,49.23003231048584
2024-05-15,189.72000122070312,185.9900054931641,56.2599983215332,517.5499877929688,59.83000183105469,200.6686764248001,144.86259887695311,150.9961864334076,107.61390907287596,78.83026841219184,98.16890029907226,549.2518349793024,478.6254992675781,53.02762010247523,48.4153657913208
2024-05-16,189.83999633789065,183.6300048828125,57.52000045776367,521.27001953125,64.01000213623047,200.7526147333244,143.56970001220702,150.98638033339932,107.24938591003418,78.82892805717536,97.65400016784668,549.4871204935051,480.17839385986326,53.0325307592061,46.31049915313721
2024-05-17,189.8699951171875,184.6999969482422,57.68000030517578,524.6300048828125,64.6500015258789,200.8365530418487,144.75460205078124,150.97657423339103,108.75578651428222,78.82758770215887,97.85070045471193,549.722406007708,482.01460021972656,53.037441415936975,43.56849956512451
2024-05-20,191.0399932861328,183.5399932861328,57.400001525878906,517.22998046875,64.18000030517578,200.920491350373,141.7160029602051,150.96676813338277,108.61188507080078,78.82624734714238,94.78319915771483,549.9576915219106,485.68739990234377,53.042352072667846,41.1276342010498
2024-05-21,192.3500061035156,183.1499938964844,57.31999969482422,523.5499877929688,65.1500015258789,201.0044296588973,141.0278034973145,150.9569620333745,107.689375,78.8249069921259,94.71799911499023,550.1929770361135,485.71919921875,53.04726272939872,40.98340091705322
2024-05-22,190.8999938964844,183.1300048828125,57.43999862670898,521.3499755859375,65.25,201.0883679674216,140.65240203857422,150.94715593336622,107.7240753173828,78.82356663710942,95.49619987487792,550.4282625503162,485.0262973022461,53.05217338612959,40.887134056091305
2024-05-23,186.8800048828125,181.0500030517578,55.650001525878906,516.8300170898438,64.83999633789062,201.17230627594589,139.96550186157228,150.93734983335796,109.30937568664552,78.82222628209293,96.27220092773436,550.663548064519,495.31869720458985,53.05708404286046,40.54409980773926
2024-05-24,189.97999572753903,180.75,55.540000915527344,508.1700134277344,65.37999725341797,201.2562445844702,140.57519958496093,150.9275437333497,112.74119995117188,78.82088592707645,96.83560111999512,550.8988335787217,497.09060455322265,53.06199469959133,40.73796669006347
2024-05-28,189.9900054931641,182.1499938964844,53.630001068115234,503.6799926757813,65.04000091552734,201.4241212015188,146.74049896240234,150.90793153333314,108.10113525390624,78.81820521704348,97.04280044555664,551.3694046071273,503.3426986694336,53.07181601305307,42.505400390625
2024-05-29,190.2899932861328,182.0200042724609,53.66999816894531,484.7200012207031,64.91999816894531,201.5080595100431,146.8104989624023,150.89812543332485,109.27126007080078,78.81686486202699,97.1311013031006,551.60469012133,506.47320739746095,53.076726669783945,42.41403373718262
2024-05-30,191.2899932861328,179.32000732421875,56.040000915527344,481.6499938964844,64.88999938964844,201.5919978185674,146.62509887695313,150.8883193333166,110.19525451660157,78.81552450701051,97.5090023803711,551.8399756355328,507.2355047607422,53.08163732651482,42.38510040283203
2024-05-31,192.25,176.44000244140625,59.59999847412109,495.3699951171875,65.76000213623047,201.6759361270917,147.61389831542968,150.8785132333083,117.62559616088868,78.81418415199403,97.6050025177002,552.0752611497355,505.203200378418,53.086547983245694,42.35466724395752
2024-06-03,194.02999877929688,178.33999633789062,60.209999084472656,497.4400024414063,65.81999969482422,201.759874435616,148.1723030090332,150.86870713330003,124.35762062072754,78.81284379697755,95.69060089111328,552.3105466639383,493.4699957275391,53.091458639976565,41.82533340454101
2024-06-04,194.3500061035156,179.33999633789062,60.2599983215332,505.489990234375,66.5999984741211,201.84381274414028,148.48400405883788,150.85890103329177,124.26239059448244,78.81150344196105,95.6287006378174,552.545832178141,493.95689666748046,53.09636929670744,41.79476676940918
