Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,CVS,UNH,WMT,AAPL,AMZN,CVS,UNH,WMT,AAPL,AMZN,CVS,UNH,WMT,AAPL,AMZN,CVS,UNH,WMT,AAPL,AMZN,CVS,UNH,WMT,AAPL,AMZN,CVS,UNH,WMT
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-04,126.83006286621094,159.3314971923828,63.4683837890625,332.521728515625,46.30501937866211,129.41000366210938,159.3314971923828,69.98999786376953,349.5,48.84333419799805,133.61000061035156,163.60000610351562,70.29000091552734,352.0799865722656,48.96333312988281,126.76000213623047,157.2010040283203,68.12999725341797,340.3800048828125,48.09333419799805,133.52000427246094,163.5,68.68000030517578,351.45001220703125,48.099998474121094,143301900,88228000,11367200,4203800,32182200
2021-01-05,128.39817810058594,160.92550659179688,63.89459991455078,328.0499572753906,46.058528900146484,131.00999450683594,160.92550659179688,70.45999908447266,344.79998779296875,48.58333206176758,131.74000549316406,161.16900634765625,71.0199966430664,351.3599853515625,49.02333450317383,128.42999267578125,158.2530059814453,69.37999725341797,344.4800109863281,48.163333892822266,128.88999938964844,158.30050659179688,70.33000183105469,348.69000244140625,48.866668701171875,97664900,53110000,8012200,3160500,26498100
2021-01-06,124.0760726928711,156.91900634765625,65.79889678955078,341.8170471191406,46.34610366821289,126.5999984741211,156.91900634765625,72.55999755859375,359.2699890136719,48.88666534423828,131.0500030517578,159.87550354003906,73.02999877929688,359.489990234375,49.366668701171875,126.37999725341797,156.55799865722656,69.94999694824219,335.1099853515625,48.336666107177734,127.72000122070312,157.32400512695312,70.0,337.1099853515625,48.36333465576172,155088000,87896000,10142400,6561400,21918900
2021-01-07,128.3099365234375,158.10800170898438,67.09566497802734,347.2972412109375,46.34294128417969,130.9199981689453,158.10800170898438,73.98999786376953,365.0299987792969,48.883331298828125,131.6300048828125,160.427001953125,74.41999816894531,366.45001220703125,49.253334045410156,127.86000061035156,157.75,72.27999877929688,357.9200134277344,48.68000030517578,128.36000061035156,157.85000610351562,73.05000305175781,358.5400085449219,49.206668853759766,109578200,70290000,7962300,3366700,20538000
2021-01-08,129.41746520996094,159.13499450683594,67.88460540771484,345.7369079589844,46.33661651611328,132.0500030517578,159.13499450683594,74.86000061035156,363.3900146484375,48.87666702270508,132.6300048828125,159.53199768066406,76.33000183105469,367.489990234375,49.0,130.22999572753906,157.11000061035156,74.41999816894531,358.760009765625,48.60333251953125,132.42999267578125,159.0,75.0,367.0,48.959999084472656,105158200,70754000,11254700,2947800,24478200
2021-01-11,126.40861511230469,155.7104949951172,68.98185729980469,343.2252197265625,46.54518508911133,128.97999572753906,155.7104949951172,76.06999969482422,360.75,49.0966682434082,130.1699981689453,157.81900024414062,76.4800033569336,364.2900085449219,49.33000183105469,128.5,155.5,74.25,359.19000244140625,48.66666793823242,129.19000244140625,157.40049743652344,74.25,362.6199951171875,48.66666793823242,100384500,73668000,6675000,2695100,26264400
2021-01-12,126.23223114013672,156.04150390625,69.1541519165039,340.0093688964844,47.07608413696289,128.8000030517578,156.04150390625,76.26000213623047,357.3699951171875,49.65666580200195,129.69000244140625,157.10699462890625,77.2300033569336,360.0799865722656,49.97666549682617,126.86000061035156,154.3000030517578,75.54000091552734,355.2300109863281,49.439998626708984,128.5,156.0,76.04000091552734,357.94000244140625,49.66666793823242,91951100,70292000,5641300,2372500,23373300
2021-01-13,128.28057861328125,158.29449462890625,67.93902587890625,337.79254150390625,46.59574890136719,130.88999938964844,158.29449462890625,74.91999816894531,355.0400085449219,49.150001525878906,131.4499969482422,159.49749755859375,76.12000274658203,356.80999755859375,49.689998626708984,128.49000549316406,156.10400390625,74.5199966430664,351.2300109863281,49.143333435058594,128.75999450683594,156.4219970703125,75.94999694824219,356.0400085449219,49.58333206176758,88636800,66424000,6223800,1974500,16069500
2021-01-14,126.3400650024414,156.37350463867188,68.0569076538086,333.5016784667969,46.444068908691406,128.91000366210938,156.37350463867188,75.05000305175781,350.5299987792969,48.9900016784668,131.0,158.89999389648438,75.68000030517578,358.80999755859375,49.33333206176758,128.75999450683594,156.0294952392578,74.33999633789062,350.4200134277344,48.68000030517578,130.8000030517578,158.37600708007812,75.0,356.8500061035156,49.27333450317383,90221800,61418000,5088100,2919900,23017200
2021-01-15,124.60533142089844,155.21249389648438,69.1541519165039,334.23419189453125,45.707767486572266,127.13999938964844,155.21249389648438,76.26000213623047,351.29998779296875,48.21333312988281,130.22000122070312,157.12750244140625,76.44999694824219,353.04998779296875,48.633331298828125,127.0,154.7584991455078,74.8499984741211,345.739990234375,47.88999938964844,128.77999877929688,156.1510009765625,75.0199966430664,349.1199951171875,48.380001068115234,111598500,84880000,8110300,3777000,35920500
2021-01-19,125.28157806396484,156.03799438476562,68.37430572509766,335.08099365234375,45.312744140625,127.83000183105469,156.03799438476562,75.4000015258789,352.19000244140625,47.79666519165039,128.7100067138672,157.25,77.0,356.9599914550781,48.356666564941406,126.94000244140625,154.8000030517578,75.30999755859375,351.55999755859375,47.55666732788086,127.77999877929688,155.35000610351562,77.0,356.2099914550781,48.21333312988281,90757300,66102000,5919000,3361300,24123600
2021-01-20,129.3978271484375,163.16900634765625,68.23826599121094,333.79656982421875,45.982688903808594,132.02999877929688,163.16900634765625,75.25,350.8399963378906,48.503334045410156,132.49000549316406,163.99000549316406,75.45999908447266,352.0799865722656,48.5533332824707,128.5500030517578,158.75,74.58999633789062,345.8299865722656,47.630001068115234,128.66000366210938,159.09950256347656,75.41999816894531,351.8800048828125,47.86333465576172,104319500,106196000,4764400,3036800,23775600
2021-01-21,134.14134216308594,165.34950256347656,67.62663269042969,337.7545471191406,45.77411651611328,136.8699951171875,165.34950256347656,74.08000183105469,355.0,48.28333282470703,139.6699981689453,167.42750549316406,74.86000061035156,360.8900146484375,48.57666778564453,133.58999633789062,164.47850036621094,73.54000091552734,350.739990234375,48.06999969482422,133.8000030517578,164.64999389648438,74.69999694824219,350.80999755859375,48.45333480834961,120150900,98722000,5029500,3749800,14325900
2021-01-22,136.2974853515625,164.6114959716797,67.66315460205078,330.6664123535156,46.241817474365234,139.07000732421875,164.6114959716797,74.12000274658203,347.54998779296875,48.776668548583984,139.85000610351562,166.0955047607422,74.30000305175781,354.6199951171875,49.11333465576172,135.02000427246094,164.1580047607422,73.0199966430664,347.5400085449219,48.37333297729492,136.27999877929688,165.2154998779297,73.7300033569336,353.30999755859375,48.53333282470703,114459400,56438000,4183600,2585100,19219500
2021-01-25,140.07073974609375,164.6999969482422,66.8324203491211,330.913818359375,46.20074462890625,142.9199981689453,164.6999969482422,73.20999908447266,347.80999755859375,48.733333587646484,145.08999633789062,168.1945037841797,73.52999877929688,350.3900146484375,48.75,136.5399932861328,162.15750122070312,72.16000366210938,344.6000061035156,48.09000015258789,143.07000732421875,166.4250030517578,73.5,347.1499938964844,48.45333480834961,157611700,74996000,7554800,2506300,19031100
2021-01-26,140.30596923828125,166.30650329589844,67.76355743408203,326.4421081542969,46.61470031738281,143.16000366210938,166.30650329589844,74.2300033569336,343.1099853515625,49.16999816894531,144.3000030517578,166.89999389648438,74.37999725341797,351.510009765625,49.27000045776367,141.3699951171875,164.14349365234375,73.27999877929688,342.57000732421875,48.4900016784668,143.60000610351562,164.8179931640625,73.37000274658203,350.510009765625,48.543331146240234,98390600,59104000,4667600,2467500,15031500
2021-01-27,139.22787475585938,161.62899780273438,66.11123657226562,316.8136901855469,45.45494079589844,142.05999755859375,161.62899780273438,72.41999816894531,332.989990234375,47.9466667175293,144.3000030517578,167.3260040283203,74.19000244140625,338.0,49.28666687011719,140.41000366210938,160.35400390625,72.19000244140625,329.010009765625,47.849998474121094,143.42999267578125,167.07449340820312,73.52999877929688,337.0400085449219,48.98666763305664,140843800,93204000,6279800,4770900,29910300
2021-01-28,134.35693359375,161.88099670410156,66.2846908569336,321.72308349609375,45.426517486572266,137.08999633789062,161.88099670410156,72.61000061035156,338.1499938964844,47.91666793823242,141.99000549316406,165.08399963378906,73.79000091552734,346.5799865722656,48.753334045410156,136.6999969482422,161.4344940185547,72.22000122070312,334.510009765625,47.87666702270508,139.52000427246094,161.7519989013672,72.44000244140625,336.6400146484375,48.1533317565918,142621100,62984000,5020000,2769900,22301700
2021-01-29,129.32925415039062,160.30999755859375,65.40831756591797,317.3750915527344,44.39632034301758,131.9600067138672,160.30999755859375,71.6500015258789,333.5799865722656,46.83000183105469,136.74000549316406,161.84950256347656,73.30000305175781,339.0199890136719,47.91666793823242,130.2100067138672,159.2274932861328,71.04000091552734,330.6300048828125,46.78333282470703,135.8300018310547,161.5,72.5199966430664,336.5299987792969,47.72666549682617,177523800,85872000,6469500,3899200,32509200
2021-02-01,131.46578979492188,167.1439971923828,65.23487091064453,317.7746887207031,44.010780334472656,134.13999938964844,167.1439971923828,71.45999908447266,334.0,46.42333221435547,135.3800048828125,167.51300048828125,72.47000122070312,338.1499938964844,47.163333892822266,130.92999267578125,161.75149536132812,71.33999633789062,332.739990234375,46.39666748046875,133.75,162.1179962158203,72.08000183105469,335.0299987792969,46.970001220703125,106239800,83204000,5207100,3020200,25945200
2021-02-02,132.29885864257812,169.0,65.5726318359375,322.2654113769531,44.48479461669922,134.99000549316406,169.0,71.83000183105469,338.7200012207031,46.92333221435547,136.30999755859375,171.38699340820312,72.6500015258789,344.6400146484375,47.383331298828125,134.61000061035156,168.05650329589844,71.19999694824219,337.1000061035156,46.47999954223633,135.72999572753906,169.0,71.69999694824219,337.1000061035156,46.586666107177734,83305400,141972000,5543900,2663700,27002400
2021-02-03,131.269775390625,165.62649536132812,66.85980224609375,321.4757080078125,44.62068176269531,133.94000244140625,165.62649536132812,73.23999786376953,337.8900146484375,47.06666564941406,135.77000427246094,171.6999969482422,73.66999816894531,340.1600036621094,47.349998474121094,133.61000061035156,165.43099975585938,71.33999633789062,334.6000061035156,46.87666702270508,135.75999450683594,171.25050354003906,71.73999786376953,338.0,46.88666534423828,89880900,141776000,6128200,2537100,14966700
