,WMT,AMZN,AAPL,CVS,UNH
828,52.929406967857794,151.19230843357306,198.9899102543141,78.85707551252153,544.546124695247
829,52.934317624588665,151.1825023335648,199.0738485628384,78.85573515750505,544.7814102094499
830,52.93922828131954,151.17269623355654,199.1577868713627,78.85439480248856,545.0166957236526
831,52.94413893805041,151.16289013354825,199.24172517988703,78.85305444747208,545.2519812378554
832,52.94904959478128,151.15308403353998,199.32566348841132,78.8517140924556,545.4872667520581
833,52.95396025151215,151.1432779335317,199.40960179693562,78.85037373743911,545.7225522662609
834,52.95887090824302,151.13347183352343,199.4935401054599,78.84903338242262,545.9578377804637
835,52.96378156497389,151.12366573351517,199.5774784139842,78.84769302740614,546.1931232946664
836,52.96869222170477,151.11385963350688,199.6614167225085,78.84635267238966,546.4284088088692
837,52.97360287843564,151.10405353349861,199.7453550310328,78.84501231737318,546.6636943230719
838,52.97851353516651,151.09424743349032,199.8292933395571,78.84367196235668,546.8989798372747
839,52.983424191897385,151.08444133348206,199.91323164808142,78.8423316073402,547.1342653514774
840,52.988334848628256,151.0746352334738,199.99716995660572,78.84099125232372,547.3695508656803
841,52.99324550535913,151.0648291334655,200.08110826513,78.83965089730724,547.6048363798831
842,52.99815616209,151.05502303345725,200.1650465736543,78.83831054229074,547.8401218940858
843,53.00306681882087,151.04521693344896,200.2489848821786,78.83697018727426,548.0754074082886
844,53.00797747555174,151.0354108334407,200.3329231907029,78.83562983225778,548.3106929224913
845,53.01288813228261,151.0256047334324,200.4168614992272,78.8342894772413,548.5459784366941
846,53.01779878901348,151.01579863342414,200.5007998077515,78.8329491222248,548.7812639508968
847,53.022709445744354,151.00599253341588,200.58473811627582,78.83160876720832,549.0165494650996
848,53.02762010247523,150.9961864334076,200.6686764248001,78.83026841219184,549.2518349793024
849,53.032530759206104,150.98638033339932,200.7526147333244,78.82892805717536,549.4871204935051
850,53.037441415936975,150.97657423339103,200.8365530418487,78.82758770215887,549.722406007708
851,53.042352072667846,150.96676813338277,200.920491350373,78.82624734714238,549.9576915219106
852,53.04726272939872,150.9569620333745,201.0044296588973,78.8249069921259,550.1929770361135
853,53.05217338612959,150.94715593336622,201.0883679674216,78.82356663710942,550.4282625503162
854,53.05708404286046,150.93734983335796,201.17230627594589,78.82222628209293,550.663548064519
855,53.06199469959133,150.92754373334967,201.2562445844702,78.82088592707645,550.8988335787217
856,53.0669053563222,150.9177376333414,201.3401828929945,78.81954557205997,551.1341190929245
857,53.07181601305307,150.90793153333314,201.4241212015188,78.81820521704348,551.3694046071273
858,53.076726669783945,150.89812543332485,201.5080595100431,78.81686486202699,551.60469012133
859,53.08163732651482,150.8883193333166,201.5919978185674,78.81552450701051,551.8399756355328
860,53.086547983245694,150.8785132333083,201.6759361270917,78.81418415199403,552.0752611497355
861,53.091458639976565,150.86870713330003,201.75987443561598,78.81284379697755,552.3105466639383
862,53.09636929670744,150.85890103329177,201.84381274414028,78.81150344196105,552.545832178141
863,53.10127995343831,150.84909493328348,201.9277510526646,78.81016308694457,552.7811176923439
864,53.10619061016918,150.83928883327522,202.0116893611889,78.80882273192809,553.0164032065466
865,53.11110126690005,150.82948273326693,202.0956276697132,78.80748237691161,553.2516887207494
866,53.11601192363092,150.81967663325867,202.1795659782375,78.80614202189511,553.4869742349522
867,53.12092258036179,150.8098705332504,202.2635042867618,78.80480166687863,553.7222597491549
868,53.125833237092664,150.8000644332421,202.34744259528608,78.80346131186215,553.9575452633577
869,53.130743893823535,150.79025833323385,202.43138090381038,78.80212095684567,554.1928307775604
870,53.13565455055441,150.78045223322556,202.51531921233467,78.80078060182917,554.4281162917632
871,53.140565207285285,150.7706461332173,202.599257520859,78.7994402468127,554.6634018059659
872,53.145475864016156,150.760840033209,202.6831958293833,78.79809989179621,554.8986873201687
873,53.15038652074703,150.75103393320074,202.7671341379076,78.79675953677973,555.1339728343715
874,53.1552971774779,150.74122783319248,202.85107244643189,78.79541918176324,555.3692583485742
875,53.16020783420877,150.7314217331842,202.93501075495618,78.79407882674676,555.6045438627771
876,53.16511849093964,150.72161563317593,203.01894906348048,78.79273847173027,555.8398293769798
877,53.17002914767051,150.71180953316764,203.10288737200477,78.7913981167138,556.0751148911826
